"ServiceID","ToDate","FromDate","ID","AmtProdAudioBook","AmtLoanAudioBook","AmtPurchAuidoBook","AmtLoanEBook","AmtPurchEBook","AmtProdEBook","AmtSubscription","AmtSettleCatEBooks","AmtSettleUseAudioBook","AmtSettleUseEBooks","AmtSettleCatAudioBooks","OrderCampaignId","Author","Qty","Currency","TotalAmt","AmtPerPcs","IdentifyerCode","Product","TitleAndCode","Entity","invoiceSpecType","EBookAggregatedAmt","AudioBookAggregatedAmt","EBookUnitLicenseAmt","AudioBookUnitLicenseAmt","Format","AudioBookExtendedDistAmt","EBookExtendedDistAmt","Ebook20UsersAmt","Audio20UsersAmt","EbookLifelongAmt","AudioLifelongAmt","Ebook1YearAmt","Audio1YearAmt","AudioSchoolLoanAmt","EbookSchoolLoanAmt","EbookSchoolLoanQty","AudioSchoolLoanQty"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Algvik, Karin","8","SEK","93.38","11.67","9789189857650","Emmy","9789189857650 - Emmy", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Algvik, Karin","2","SEK","23.35","11.68","9789189857650","Emmy","9789189857650 - Emmy", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Algvik, Karin","1","SEK","13.16","13.16","9789189857605","Emmy","9789189857605 - Emmy", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Algvik, Karin","2","SEK","36.00","18.00","9789189857650","Emmy","9789189857650 - Emmy", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Algvik, Karin","2","SEK","77.40","38.70","9789189857605","Emmy","9789189857605 - Emmy", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Buy","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Andersen, Lexi","3","SEK","2.12",".71","9789189857124","Sommarflört del 2 - Njutning","9789189857124 - Sommarflört del 2 - Njutning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Andersen, Lexi","3","SEK","3.28","1.09","9789189835276","Sommarflört del 1 - Midsommar","9789189835276 - Sommarflört del 1 - Midsommar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Ankarberg, Doris","1","SEK","3.57","3.57","9789189539112","Healing - meditationer för djup avslappning","9789189539112 - Healing - meditationer för djup avslappning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Ankarberg, Doris","4","SEK","14.81","3.70","9789189539112","Healing - meditationer för djup avslappning","9789189539112 - Healing - meditationer för djup avslappning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Ankarberg, Doris","1","SEK","3.75","3.75","9789189539112","Healing - meditationer för djup avslappning","9789189539112 - Healing - meditationer för djup avslappning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Ankarberg, Doris","2","SEK","7.60","3.80","9789189539112","Healing - meditationer för djup avslappning","9789189539112 - Healing - meditationer för djup avslappning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Ankarberg, Doris","1","SEK","4.29","4.29","9789189539112","Healing - meditationer för djup avslappning","9789189539112 - Healing - meditationer för djup avslappning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","-1","SEK","-38.70","-38.70","9789189857049","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857049 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Buy","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","3","SEK","1.23",".41","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","10","SEK","4.33",".43","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","5","SEK","2.20",".44","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","2","SEK",".98",".49","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","2","SEK","2.99","1.50","9789189857131","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857131 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","3","SEK","5.03","1.68","9789189857131","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857131 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","19","SEK","32.15","1.69","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","2","SEK","3.39","1.70","9789189857131","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857131 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","25","SEK","43.84","1.75","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","43","SEK","76.47","1.78","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","31","SEK","55.84","1.80","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","13","SEK","26.41","2.03","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","4","SEK","8.39","2.10","9789189857049","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857049 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","2.26","2.26","9789189857087","Enuma Elish","9789189857087 - Enuma Elish", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","2.30","2.30","9789189857049","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857049 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","11","SEK","28.81","2.62","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","23","SEK","62.48","2.72","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","29","SEK","79.90","2.76","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","19","SEK","53.03","2.79","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","3.00","3.00","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Agregated","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","8","SEK","25.16","3.15","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","4.50","4.50","9789189857155","Jättarnas Bok - The Book of Giants","9789189857155 - Jättarnas Bok - The Book of Giants", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","4.74","4.74","9789189857025","Gilgamesheposet","9789189857025 - Gilgamesheposet", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","8","SEK","44.00","5.50","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Agregated","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","2","SEK","12.20","6.10","9789189857063","Enoks Bok","9789189857063 - Enoks Bok", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Ebook : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","4","SEK","32.00","8.00","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Agregated","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","3","SEK","27.00","9.00","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","4","SEK","36.00","9.00","9789189857186","Enoks Bok - En Svensk Genomarbetad och Modern Översättning","9789189857186 - Enoks Bok - En Svensk Genomarbetad och Modern Översättning", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","18","SEK","169.77","9.43","9789189835269","Forntida Astronauter - Gudarna Var Utomjordingar","9789189835269 - Forntida Astronauter - Gudarna Var Utomjordingar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","2","SEK","19.20","9.60","9789189857162","Anunnaki - Gudarna Som Grundade Civilisationen","9789189857162 - Anunnaki - Gudarna Som Grundade Civilisationen", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Access Loan","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","20","SEK","195.39","9.77","9789189835269","Forntida Astronauter - Gudarna Var Utomjordingar","9789189835269 - Forntida Astronauter - Gudarna Var Utomjordingar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","21","SEK","208.09","9.91","9789189835269","Forntida Astronauter - Gudarna Var Utomjordingar","9789189835269 - Forntida Astronauter - Gudarna Var Utomjordingar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","18","SEK","180.68","10.04","9789189835269","Forntida Astronauter - Gudarna Var Utomjordingar","9789189835269 - Forntida Astronauter - Gudarna Var Utomjordingar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
6993,"2025-06-30","2025-04-01","FS540917",".00","322.80","2607.30","306.60","7774.60",".00",".00",".00",".00",".00",".00"," ","Astronauter, Forntida","1","SEK","11.31","11.31","9789189835269","Forntida Astronauter - Gudarna Var Utomjordingar","9789189835269 - Forntida Astronauter - Gudarna Var Utomjordingar", Media 24 / Digibook S6993,"Leverantör","1250.88","2183.50",".00",".00","Audio Book : Extended distribution","23154.81","4891.50",".00",".00",".00",".00",".00",".00",".00",".00","0","0"
